"method","method_family","tuning","beta","tv","fkl","rkl","mean_h_error","q0","expected_code","active_kernels_001","q_effective_kernels","n_kernels","stored_atoms","objective","rmse","logscore","rmse_gap","logscore_gap","kkt_residual","optimizer_status","optimizer_iterations","objective_change","raw_candidates","key_deduped_candidates","near_deduped_candidates","objective_consistent","status","error","scenario","rho","replication_id","mode","p","n_train","n_test","reference_object","reference_support_entropy","reference_support_n95","reference_mode","sampler","n_iter","burn","thin","n_chains","retained_draws","unique_supports","unique_group_states","top_support_mass","effective_support_count","mean_size","accept_rate","group_pip_max_range","group_pip_mean_range","split_rhat_max","split_rhat_median","ess_min","ess_median","group_pip_mcse_max","runtime_sec_reference","diagnostic_status","diagnostic_warning","runtime_sec"
"Group lasso","predictive selection","group lasso, lambda.min",NA,NA,NA,NA,NA,NA,16,NA,NA,NA,16,NA,1.72139696472408,-2.47624295449534,0.113973639066371,-0.580075603588792,NA,NA,NA,NA,NA,NA,NA,NA,"ok",NA,"multi_representative",0.7,2,"full",100,120,400,"sim/output/large_end_to_end/full_multi_representative_rho0p70_rep002_reference_reliable_full_v2.rds",4.73849651818273,948,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,1744,169,0.258166666666667,114.262281210693,6.01061111111111,0.0549916666666667,0.100666666666667,0.0320833333333333,1.03475197830206,1.00598076113436,162.549613534621,1706.1334909525,0.0142348845050406,21.8400000000001,"pass","",0.199999999999989
"Credible support set","credible support summary","coverage=0.9, beta=0.02",0.02,0.104087158138612,0.427928020013663,0.105629838025669,0,0.0055621651602629,32.0956378542796,107,38.7100447297521,437,436,1.06618467797916,1.42449765999061,-1.77677311466608,0.0052356182104345,-0.0031023367268288,0.0099893190897794,"objective_converged_kkt_warning",53,1.96216753289846e-06,NA,NA,NA,NA,"ok",NA,"multi_representative",0.7,3,"full",100,120,400,"sim/output/large_end_to_end/full_multi_representative_rho0p70_rep003_reference_reliable_full_v2.rds",4.45736208303979,774,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,1510,140,0.307222222222222,86.2596628810596,6.13222222222222,0.04325,0.132666666666667,0.0218666666666667,1.06926500004112,1.00444332553815,161.707497329082,2064.17122979556,0.0175771221257364,23.5600000000004,"pass","",NA
"DPP-prior BMA","redundancy-aware prior","power=0.5 over visited supports",NA,0.222321802260551,0.476069831261433,0.202585497388765,0,NA,203,NA,NA,NA,203,NA,1.43010419641325,-1.78011464477181,0.0108421546330766,-0.0064438668325657,NA,NA,NA,NA,NA,NA,NA,NA,"ok",NA,"multi_representative",0.7,3,"full",100,120,400,"sim/output/large_end_to_end/full_multi_representative_rho0p70_rep003_reference_reliable_full_v2.rds",4.45736208303979,774,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,1510,140,0.307222222222222,86.2596628810596,6.13222222222222,0.04325,0.132666666666667,0.0218666666666667,1.06926500004112,1.00444332553815,161.707497329082,2064.17122979556,0.0175771221257364,23.5600000000004,"pass","",NA
"DPP-prior BMA","redundancy-aware prior","power=1 over visited supports",NA,0.273552786852969,0.588480469698091,0.250966061331959,0,NA,161,NA,NA,NA,161,NA,1.43604835306507,-1.78395773617629,0.0167863112848945,-0.0102869582370395,NA,NA,NA,NA,NA,NA,NA,NA,"ok",NA,"multi_representative",0.7,3,"full",100,120,400,"sim/output/large_end_to_end/full_multi_representative_rho0p70_rep003_reference_reliable_full_v2.rds",4.45736208303979,774,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,1510,140,0.307222222222222,86.2596628810596,6.13222222222222,0.04325,0.132666666666667,0.0218666666666667,1.06926500004112,1.00444332553815,161.707497329082,2064.17122979556,0.0175771221257364,23.5600000000004,"pass","",NA
"Lasso","predictive selection","alpha=1, lambda.min",NA,NA,NA,NA,NA,NA,26,NA,NA,NA,26,NA,1.36904860483222,-1.76918749112987,-0.0502134369479552,0.00448328680937693,NA,NA,NA,NA,NA,NA,NA,NA,"ok",NA,"multi_representative",0.7,3,"full",100,120,400,"sim/output/large_end_to_end/full_multi_representative_rho0p70_rep003_reference_reliable_full_v2.rds",4.45736208303979,774,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,1510,140,0.307222222222222,86.2596628810596,6.13222222222222,0.04325,0.132666666666667,0.0218666666666667,1.06926500004112,1.00444332553815,161.707497329082,2064.17122979556,0.0175771221257364,23.5600000000004,"pass","",0.0700000000000074
"Elastic net","predictive selection","alpha=0.5, lambda.min",NA,NA,NA,NA,NA,NA,25,NA,NA,NA,25,NA,1.3867666893405,-1.78085508554628,-0.0324953524396692,-0.00718430760703526,NA,NA,NA,NA,NA,NA,NA,NA,"ok",NA,"multi_representative",0.7,3,"full",100,120,400,"sim/output/large_end_to_end/full_multi_representative_rho0p70_rep003_reference_reliable_full_v2.rds",4.45736208303979,774,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,1510,140,0.307222222222222,86.2596628810596,6.13222222222222,0.04325,0.132666666666667,0.0218666666666667,1.06926500004112,1.00444332553815,161.707497329082,2064.17122979556,0.0175771221257364,23.5600000000004,"pass","",0.0600000000000023
"Group lasso","predictive selection","group lasso, lambda.min",NA,NA,NA,NA,NA,NA,12,NA,NA,NA,12,NA,1.51257883311475,-1.94812232656881,0.0933167913345838,-0.174451548629565,NA,NA,NA,NA,NA,NA,NA,NA,"ok",NA,"multi_representative",0.7,3,"full",100,120,400,"sim/output/large_end_to_end/full_multi_representative_rho0p70_rep003_reference_reliable_full_v2.rds",4.45736208303979,774,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,1510,140,0.307222222222222,86.2596628810596,6.13222222222222,0.04325,0.132666666666667,0.0218666666666667,1.06926500004112,1.00444332553815,161.707497329082,2064.17122979556,0.0175771221257364,23.5600000000004,"pass","",0.25
"Credible support set","credible support summary","coverage=0.9, beta=0.02",0.02,0.099298761550048,0.425148562771147,0.102508952337224,0,0.00553697917822159,29.2451581057693,80,7.5120772243825,80,79,1.00803521286454,1.38695911598769,-1.76842158268455,0.00203916402666104,-0.00254885328002064,0.0125792598621796,"objective_converged_kkt_warning",51,1.98617087443509e-06,NA,NA,NA,NA,"ok",NA,"multi_representative",0.9,1,"full",100,120,400,"sim/output/large_end_to_end/full_multi_representative_rho0p90_rep001_reference_reliable_full_v2.rds",2.76663132059117,158,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,627,78,0.538166666666667,15.9049649357176,5.41838888888889,0.0359916666666667,0.051,0.0139666666666667,1.03843101532622,1.00340800075303,224.259435982931,2156.16648183427,0.00375990893149687,15.64,"pass","",NA
"DPP-prior BMA","redundancy-aware prior","power=0.5 over visited supports",NA,0.159849845140146,0.188510510179968,0.104462605617906,0,NA,87,NA,NA,NA,87,NA,1.38962055784864,-1.77113643017612,0.00470060588761201,-0.00526370077159166,NA,NA,NA,NA,NA,NA,NA,NA,"ok",NA,"multi_representative",0.9,1,"full",100,120,400,"sim/output/large_end_to_end/full_multi_representative_rho0p90_rep001_reference_reliable_full_v2.rds",2.76663132059117,158,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,627,78,0.538166666666667,15.9049649357176,5.41838888888889,0.0359916666666667,0.051,0.0139666666666667,1.03843101532622,1.00340800075303,224.259435982931,2156.16648183427,0.00375990893149687,15.64,"pass","",NA
"DPP-prior BMA","redundancy-aware prior","power=1 over visited supports",NA,0.215540714754408,0.351139983684699,0.1790750941993,0,NA,77,NA,NA,NA,77,NA,1.39107614271024,-1.77246514869158,0.00615619074921558,-0.00659241928705234,NA,NA,NA,NA,NA,NA,NA,NA,"ok",NA,"multi_representative",0.9,1,"full",100,120,400,"sim/output/large_end_to_end/full_multi_representative_rho0p90_rep001_reference_reliable_full_v2.rds",2.76663132059117,158,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,627,78,0.538166666666667,15.9049649357176,5.41838888888889,0.0359916666666667,0.051,0.0139666666666667,1.03843101532622,1.00340800075303,224.259435982931,2156.16648183427,0.00375990893149687,15.64,"pass","",NA
"Lasso","predictive selection","alpha=1, lambda.min",NA,NA,NA,NA,NA,NA,22,NA,NA,NA,22,NA,1.33094146604204,-1.75573839153906,-0.0539784859189865,0.0101343378654737,NA,NA,NA,NA,NA,NA,NA,NA,"ok",NA,"multi_representative",0.9,1,"full",100,120,400,"sim/output/large_end_to_end/full_multi_representative_rho0p90_rep001_reference_reliable_full_v2.rds",2.76663132059117,158,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,627,78,0.538166666666667,15.9049649357176,5.41838888888889,0.0359916666666667,0.051,0.0139666666666667,1.03843101532622,1.00340800075303,224.259435982931,2156.16648183427,0.00375990893149687,15.64,"pass","",0.0900000000000034
"Elastic net","predictive selection","alpha=0.5, lambda.min",NA,NA,NA,NA,NA,NA,25,NA,NA,NA,25,NA,1.32587691809363,-1.75762321291015,-0.0590430338673957,0.00824951649438388,NA,NA,NA,NA,NA,NA,NA,NA,"ok",NA,"multi_representative",0.9,1,"full",100,120,400,"sim/output/large_end_to_end/full_multi_representative_rho0p90_rep001_reference_reliable_full_v2.rds",2.76663132059117,158,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,627,78,0.538166666666667,15.9049649357176,5.41838888888889,0.0359916666666667,0.051,0.0139666666666667,1.03843101532622,1.00340800075303,224.259435982931,2156.16648183427,0.00375990893149687,15.64,"pass","",0.0600000000000023
"Group lasso","predictive selection","group lasso, lambda.min",NA,NA,NA,NA,NA,NA,14,NA,NA,NA,14,NA,1.4557967802974,-2.10479754894665,0.0708768283363737,-0.33892481954212,NA,NA,NA,NA,NA,NA,NA,NA,"ok",NA,"multi_representative",0.9,1,"full",100,120,400,"sim/output/large_end_to_end/full_multi_representative_rho0p90_rep001_reference_reliable_full_v2.rds",2.76663132059117,158,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,627,78,0.538166666666667,15.9049649357176,5.41838888888889,0.0359916666666667,0.051,0.0139666666666667,1.03843101532622,1.00340800075303,224.259435982931,2156.16648183427,0.00375990893149687,15.64,"pass","",0.190000000000012
"Credible support set","credible support summary","coverage=0.9, beta=0.02",0.02,0.110743110065575,0.430057220075776,0.107652865015697,0,0.00555760305876139,34.0378501296362,109,219.235471233859,1491,1490,1.10542407630519,1.60114516396742,-1.906015007637,-0.00175241351022737,0.000861199597210982,0.0712603784625749,"objective_converged_kkt_warning",57,1.92071485227707e-06,NA,NA,NA,NA,"ok",NA,"multi_representative",0.9,2,"full",100,120,400,"sim/output/large_end_to_end/full_multi_representative_rho0p90_rep002_reference_reliable_full_v2.rds",6.08719814712324,2139,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,3039,268,0.139722222222222,440.186344341005,6.59383333333333,0.082325,0.246666666666667,0.0492333333333333,1.08253085791908,1.0053102829097,155.460080336097,1654.95432152641,0.0262095899649476,32.3499999999999,"pass","",NA
"DPP-prior BMA","redundancy-aware prior","power=0.5 over visited supports",NA,0.322642831347736,1.18826619575012,0.357022610498373,0,NA,499,NA,NA,NA,499,NA,1.61639977793873,-1.92427991113655,0.0135022004610892,-0.0174037039023358,NA,NA,NA,NA,NA,NA,NA,NA,"ok",NA,"multi_representative",0.9,2,"full",100,120,400,"sim/output/large_end_to_end/full_multi_representative_rho0p90_rep002_reference_reliable_full_v2.rds",6.08719814712324,2139,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,3039,268,0.139722222222222,440.186344341005,6.59383333333333,0.082325,0.246666666666667,0.0492333333333333,1.08253085791908,1.0053102829097,155.460080336097,1654.95432152641,0.0262095899649476,32.3499999999999,"pass","",NA
"DPP-prior BMA","redundancy-aware prior","power=1 over visited supports",NA,0.356850461831774,1.43467168474992,0.409392470182615,0,NA,419,NA,NA,NA,419,NA,1.61710641878509,-1.92453750037584,0.0142088413074501,-0.0176612931416302,NA,NA,NA,NA,NA,NA,NA,NA,"ok",NA,"multi_representative",0.9,2,"full",100,120,400,"sim/output/large_end_to_end/full_multi_representative_rho0p90_rep002_reference_reliable_full_v2.rds",6.08719814712324,2139,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,3039,268,0.139722222222222,440.186344341005,6.59383333333333,0.082325,0.246666666666667,0.0492333333333333,1.08253085791908,1.0053102829097,155.460080336097,1654.95432152641,0.0262095899649476,32.3499999999999,"pass","",NA
"Lasso","predictive selection","alpha=1, lambda.min",NA,NA,NA,NA,NA,NA,29,NA,NA,NA,29,NA,1.43953290795037,-1.91465767225547,-0.163364669527269,-0.00778146502126131,NA,NA,NA,NA,NA,NA,NA,NA,"ok",NA,"multi_representative",0.9,2,"full",100,120,400,"sim/output/large_end_to_end/full_multi_representative_rho0p90_rep002_reference_reliable_full_v2.rds",6.08719814712324,2139,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,3039,268,0.139722222222222,440.186344341005,6.59383333333333,0.082325,0.246666666666667,0.0492333333333333,1.08253085791908,1.0053102829097,155.460080336097,1654.95432152641,0.0262095899649476,32.3499999999999,"pass","",0.0600000000000023
"Elastic net","predictive selection","alpha=0.5, lambda.min",NA,NA,NA,NA,NA,NA,32,NA,NA,NA,32,NA,1.42456971237052,-1.8817093162102,-0.178327865107123,0.0251668910240104,NA,NA,NA,NA,NA,NA,NA,NA,"ok",NA,"multi_representative",0.9,2,"full",100,120,400,"sim/output/large_end_to_end/full_multi_representative_rho0p90_rep002_reference_reliable_full_v2.rds",6.08719814712324,2139,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,3039,268,0.139722222222222,440.186344341005,6.59383333333333,0.082325,0.246666666666667,0.0492333333333333,1.08253085791908,1.0053102829097,155.460080336097,1654.95432152641,0.0262095899649476,32.3499999999999,"pass","",0.0999999999999943
"Group lasso","predictive selection","group lasso, lambda.min",NA,NA,NA,NA,NA,NA,18,NA,NA,NA,18,NA,1.53691678320423,-2.42990488623364,-0.0659807942734132,-0.523028678999431,NA,NA,NA,NA,NA,NA,NA,NA,"ok",NA,"multi_representative",0.9,2,"full",100,120,400,"sim/output/large_end_to_end/full_multi_representative_rho0p90_rep002_reference_reliable_full_v2.rds",6.08719814712324,2139,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,3039,268,0.139722222222222,440.186344341005,6.59383333333333,0.082325,0.246666666666667,0.0492333333333333,1.08253085791908,1.0053102829097,155.460080336097,1654.95432152641,0.0262095899649476,32.3499999999999,"pass","",0.189999999999998
"Credible support set","credible support summary","coverage=0.9, beta=0.02",0.02,0.101255252095779,0.426419354551976,0.103363158302739,0,0.00555171205154965,29.6631708143261,102,15.3423510269444,232,231,1.01695215379309,1.28666957498185,-1.6762263242138,-0.00126316954134498,0.00139151637414936,0.0082417272410184,"objective_converged_kkt_warning",51,1.87379543259425e-06,NA,NA,NA,NA,"ok",NA,"multi_representative",0.9,3,"full",100,120,400,"sim/output/large_end_to_end/full_multi_representative_rho0p90_rep003_reference_reliable_full_v2.rds",3.54547615016107,495,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,1190,117,0.4655,34.6561829613761,5.54038888888889,0.0513083333333333,0.139,0.0230333333333333,1.07330023523567,1.00463105148514,166.23026708141,1992.65634062753,0.0185430703703132,24.4399999999996,"pass","",NA
"DPP-prior BMA","redundancy-aware prior","power=0.5 over visited supports",NA,0.165495999878993,0.343884212041806,0.137363559837231,0,NA,119,NA,NA,NA,119,NA,1.28692995724474,-1.67659166972179,-0.00100278727845771,0.00102617086615231,NA,NA,NA,NA,NA,NA,NA,NA,"ok",NA,"multi_representative",0.9,3,"full",100,120,400,"sim/output/large_end_to_end/full_multi_representative_rho0p90_rep003_reference_reliable_full_v2.rds",3.54547615016107,495,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,1190,117,0.4655,34.6561829613761,5.54038888888889,0.0513083333333333,0.139,0.0230333333333333,1.07330023523567,1.00463105148514,166.23026708141,1992.65634062753,0.0185430703703132,24.4399999999996,"pass","",NA
"DPP-prior BMA","redundancy-aware prior","power=1 over visited supports",NA,0.199991937367731,0.464163697051817,0.178181790429069,0,NA,102,NA,NA,NA,102,NA,1.28698032700853,-1.67668932009552,-0.000952417514663573,0.000928520492424978,NA,NA,NA,NA,NA,NA,NA,NA,"ok",NA,"multi_representative",0.9,3,"full",100,120,400,"sim/output/large_end_to_end/full_multi_representative_rho0p90_rep003_reference_reliable_full_v2.rds",3.54547615016107,495,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,1190,117,0.4655,34.6561829613761,5.54038888888889,0.0513083333333333,0.139,0.0230333333333333,1.07330023523567,1.00463105148514,166.23026708141,1992.65634062753,0.0185430703703132,24.4399999999996,"pass","",NA
"Lasso","predictive selection","alpha=1, lambda.min",NA,NA,NA,NA,NA,NA,21,NA,NA,NA,21,NA,1.39925809688871,-1.78903131648557,0.111325352365513,-0.111413475897628,NA,NA,NA,NA,NA,NA,NA,NA,"ok",NA,"multi_representative",0.9,3,"full",100,120,400,"sim/output/large_end_to_end/full_multi_representative_rho0p90_rep003_reference_reliable_full_v2.rds",3.54547615016107,495,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,1190,117,0.4655,34.6561829613761,5.54038888888889,0.0513083333333333,0.139,0.0230333333333333,1.07330023523567,1.00463105148514,166.23026708141,1992.65634062753,0.0185430703703132,24.4399999999996,"pass","",0.0700000000000074
"Elastic net","predictive selection","alpha=0.5, lambda.min",NA,NA,NA,NA,NA,NA,31,NA,NA,NA,31,NA,1.39602371731494,-1.78192367592251,0.108090972791743,-0.104305835334568,NA,NA,NA,NA,NA,NA,NA,NA,"ok",NA,"multi_representative",0.9,3,"full",100,120,400,"sim/output/large_end_to_end/full_multi_representative_rho0p90_rep003_reference_reliable_full_v2.rds",3.54547615016107,495,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,1190,117,0.4655,34.6561829613761,5.54038888888889,0.0513083333333333,0.139,0.0230333333333333,1.07330023523567,1.00463105148514,166.23026708141,1992.65634062753,0.0185430703703132,24.4399999999996,"pass","",0.0799999999999983
"Group lasso","predictive selection","group lasso, lambda.min",NA,NA,NA,NA,NA,NA,10,NA,NA,NA,10,NA,1.5958577976857,-1.99989010404667,0.307925053162509,-0.322272263458721,NA,NA,NA,NA,NA,NA,NA,NA,"ok",NA,"multi_representative",0.9,3,"full",100,120,400,"sim/output/large_end_to_end/full_multi_representative_rho0p90_rep003_reference_reliable_full_v2.rds",3.54547615016107,495,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,1190,117,0.4655,34.6561829613761,5.54038888888889,0.0513083333333333,0.139,0.0230333333333333,1.07330023523567,1.00463105148514,166.23026708141,1992.65634062753,0.0185430703703132,24.4399999999996,"pass","",0.179999999999993
"Credible support set","credible support summary","coverage=0.9, beta=0.02",0.02,0.0982912365884581,0.421973135120623,0.101480170743634,0,0.00548495863280235,29.2152465830631,74,5.62899151188422,74,73,1.00455013648333,1.26772263460118,-1.66057930980297,0.000131296619734655,-0.000253930589360074,0.00912587263508807,"objective_converged_kkt_warning",51,1.81176729618926e-06,NA,NA,NA,NA,"ok",NA,"noisy_grouping",0.7,1,"full",100,120,400,"sim/output/large_end_to_end/full_noisy_grouping_rho0p70_rep001_reference_reliable_full_v2.rds",2.54006511796755,177,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,799,169,0.635722222222222,12.6804966721204,5.45188888888889,0.0415083333333333,0.051,0.0173,1.08294444617892,1.00662090568924,152.412508894389,1888.58344119425,0.0104039117661394,11.68,"pass","",NA
"DPP-prior BMA","redundancy-aware prior","power=0.5 over visited supports",NA,0.101431858193495,0.186891089152131,0.0660083508196469,0,NA,71,NA,NA,NA,71,NA,1.26777535020924,-1.66061168293951,0.000184012227796071,-0.000286303725904213,NA,NA,NA,NA,NA,NA,NA,NA,"ok",NA,"noisy_grouping",0.7,1,"full",100,120,400,"sim/output/large_end_to_end/full_noisy_grouping_rho0p70_rep001_reference_reliable_full_v2.rds",2.54006511796755,177,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,799,169,0.635722222222222,12.6804966721204,5.45188888888889,0.0415083333333333,0.051,0.0173,1.08294444617892,1.00662090568924,152.412508894389,1888.58344119425,0.0104039117661394,11.68,"pass","",NA
"DPP-prior BMA","redundancy-aware prior","power=1 over visited supports",NA,0.112944202056809,0.211549086374922,0.0752632229912736,0,NA,66,NA,NA,NA,66,NA,1.26780698486449,-1.66065394363196,0.000215646883044096,-0.000328564418355715,NA,NA,NA,NA,NA,NA,NA,NA,"ok",NA,"noisy_grouping",0.7,1,"full",100,120,400,"sim/output/large_end_to_end/full_noisy_grouping_rho0p70_rep001_reference_reliable_full_v2.rds",2.54006511796755,177,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,799,169,0.635722222222222,12.6804966721204,5.45188888888889,0.0415083333333333,0.051,0.0173,1.08294444617892,1.00662090568924,152.412508894389,1888.58344119425,0.0104039117661394,11.68,"pass","",NA
"Lasso","predictive selection","alpha=1, lambda.min",NA,NA,NA,NA,NA,NA,14,NA,NA,NA,14,NA,1.36007619982172,-1.77007606102354,0.0924848618402767,-0.109750681809935,NA,NA,NA,NA,NA,NA,NA,NA,"ok",NA,"noisy_grouping",0.7,1,"full",100,120,400,"sim/output/large_end_to_end/full_noisy_grouping_rho0p70_rep001_reference_reliable_full_v2.rds",2.54006511796755,177,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,799,169,0.635722222222222,12.6804966721204,5.45188888888889,0.0415083333333333,0.051,0.0173,1.08294444617892,1.00662090568924,152.412508894389,1888.58344119425,0.0104039117661394,11.68,"pass","",0.0599999999999881
"Elastic net","predictive selection","alpha=0.5, lambda.min",NA,NA,NA,NA,NA,NA,23,NA,NA,NA,23,NA,1.40254069189004,-1.82146690602001,0.134949353908602,-0.161141526806404,NA,NA,NA,NA,NA,NA,NA,NA,"ok",NA,"noisy_grouping",0.7,1,"full",100,120,400,"sim/output/large_end_to_end/full_noisy_grouping_rho0p70_rep001_reference_reliable_full_v2.rds",2.54006511796755,177,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,799,169,0.635722222222222,12.6804966721204,5.45188888888889,0.0415083333333333,0.051,0.0173,1.08294444617892,1.00662090568924,152.412508894389,1888.58344119425,0.0104039117661394,11.68,"pass","",0.0600000000000023
"Group lasso","predictive selection","group lasso, lambda.min",NA,NA,NA,NA,NA,NA,7,NA,NA,NA,7,NA,1.51381208245502,-1.90388751137463,0.246220744473578,-0.243562132161025,NA,NA,NA,NA,NA,NA,NA,NA,"ok",NA,"noisy_grouping",0.7,1,"full",100,120,400,"sim/output/large_end_to_end/full_noisy_grouping_rho0p70_rep001_reference_reliable_full_v2.rds",2.54006511796755,177,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,799,169,0.635722222222222,12.6804966721204,5.45188888888889,0.0415083333333333,0.051,0.0173,1.08294444617892,1.00662090568924,152.412508894389,1888.58344119425,0.0104039117661394,11.68,"pass","",0.359999999999999
"Credible support set","credible support summary","coverage=0.9, beta=0.02",0.02,0.0985075679219996,0.421938641759545,0.101529501665332,0,0.00553212417499048,29.0527120792197,65,4.3798024130904,65,64,1.00151587973174,1.36672610056812,-1.74133963528141,0.000145622222622377,-0.000269329205380808,0.119527582547608,"objective_converged_kkt_warning",54,1.38084600687094e-06,NA,NA,NA,NA,"ok",NA,"noisy_grouping",0.7,2,"full",100,120,400,"sim/output/large_end_to_end/full_noisy_grouping_rho0p70_rep002_reference_reliable_full_v2.rds",2.25063260149009,104,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,619,157,0.678444444444444,9.49373969100964,5.39555555555556,0.0363833333333333,0.05,0.0201,1.0390233137647,1.00428780685626,143.237276627985,1661.23671204532,0.00916798088514367,18.8299999999999,"pass","",NA
"DPP-prior BMA","redundancy-aware prior","power=0.5 over visited supports",NA,0.100132377483282,0.217422271013035,0.0633979936101375,1.11022302462516e-16,NA,67,NA,NA,NA,67,NA,1.36689653105994,-1.74139279402134,0.000316052714442128,-0.00032248794530898,NA,NA,NA,NA,NA,NA,NA,NA,"ok",NA,"noisy_grouping",0.7,2,"full",100,120,400,"sim/output/large_end_to_end/full_noisy_grouping_rho0p70_rep002_reference_reliable_full_v2.rds",2.25063260149009,104,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,619,157,0.678444444444444,9.49373969100964,5.39555555555556,0.0363833333333333,0.05,0.0201,1.0390233137647,1.00428780685626,143.237276627985,1661.23671204532,0.00916798088514367,18.8299999999999,"pass","",NA
"DPP-prior BMA","redundancy-aware prior","power=1 over visited supports",NA,0.112323783974502,0.2419104470669,0.0726997463577219,0,NA,63,NA,NA,NA,63,NA,1.36693772708732,-1.74143810643866,0.000357248741826632,-0.000367800362626181,NA,NA,NA,NA,NA,NA,NA,NA,"ok",NA,"noisy_grouping",0.7,2,"full",100,120,400,"sim/output/large_end_to_end/full_noisy_grouping_rho0p70_rep002_reference_reliable_full_v2.rds",2.25063260149009,104,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,619,157,0.678444444444444,9.49373969100964,5.39555555555556,0.0363833333333333,0.05,0.0201,1.0390233137647,1.00428780685626,143.237276627985,1661.23671204532,0.00916798088514367,18.8299999999999,"pass","",NA
"Lasso","predictive selection","alpha=1, lambda.min",NA,NA,NA,NA,NA,NA,21,NA,NA,NA,21,NA,1.4503925876294,-1.84435573335517,0.0838121092839015,-0.103285427279141,NA,NA,NA,NA,NA,NA,NA,NA,"ok",NA,"noisy_grouping",0.7,2,"full",100,120,400,"sim/output/large_end_to_end/full_noisy_grouping_rho0p70_rep002_reference_reliable_full_v2.rds",2.25063260149009,104,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,619,157,0.678444444444444,9.49373969100964,5.39555555555556,0.0363833333333333,0.05,0.0201,1.0390233137647,1.00428780685626,143.237276627985,1661.23671204532,0.00916798088514367,18.8299999999999,"pass","",0.0999999999999943
"Elastic net","predictive selection","alpha=0.5, lambda.min",NA,NA,NA,NA,NA,NA,24,NA,NA,NA,24,NA,1.46104102349858,-1.86311709344366,0.0944605451530851,-0.122046787367633,NA,NA,NA,NA,NA,NA,NA,NA,"ok",NA,"noisy_grouping",0.7,2,"full",100,120,400,"sim/output/large_end_to_end/full_noisy_grouping_rho0p70_rep002_reference_reliable_full_v2.rds",2.25063260149009,104,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,619,157,0.678444444444444,9.49373969100964,5.39555555555556,0.0363833333333333,0.05,0.0201,1.0390233137647,1.00428780685626,143.237276627985,1661.23671204532,0.00916798088514367,18.8299999999999,"pass","",0.0799999999999983
"Group lasso","predictive selection","group lasso, lambda.min",NA,NA,NA,NA,NA,NA,12,NA,NA,NA,12,NA,1.54024270117537,-1.96459352501853,0.173662222829872,-0.2235232189425,NA,NA,NA,NA,NA,NA,NA,NA,"ok",NA,"noisy_grouping",0.7,2,"full",100,120,400,"sim/output/large_end_to_end/full_noisy_grouping_rho0p70_rep002_reference_reliable_full_v2.rds",2.25063260149009,104,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,619,157,0.678444444444444,9.49373969100964,5.39555555555556,0.0363833333333333,0.05,0.0201,1.0390233137647,1.00428780685626,143.237276627985,1661.23671204532,0.00916798088514367,18.8299999999999,"pass","",0.390000000000001
