"dataset","method","tv_mean","tv_se","fkl_mean","fkl_se","rkl_mean","rkl_se","q0_mean","q0_se","expected_code_mean","expected_code_se","q_effective_kernels_mean","q_effective_kernels_se","q_kernel95_mean","q_kernel95_se","rmse_gap_mean","rmse_gap_se","logscore_gap_mean","logscore_gap_se","n_kernels_mean","n_kernels_se","kkt_residual_mean","kkt_residual_se","active_kernels_001_mean","active_kernels_001_se","n_replications","mode"
"tecator_semisynthetic","adaptive_support_kernel",0.0576109037788359,0.00268430484416348,0.0173450766427944,0.000262565263740259,0.015286843486333,0.000290732780989456,0.001,8.85247366868827e-20,2.34759588712685,0.114445509115393,3.69458260875212,0.661630547565539,4,1,7.63478709190727e-05,5.33021024869273e-05,-4.11366468438719e-05,9.22982196162261e-05,7.33333333333333,1.85592145427667,0.0316690796962103,0.0273592058199962,6.33333333333333,1.85592145427667,3,"medium"
"tecator_semisynthetic","fixed_hard_dictionary",0.0712198716107927,0.000699029855621847,0.0269466968421698,0.000310121575830397,0.0162820360790501,0.000149923413801805,0.0122438800257584,0.00111870599496029,4.80023328370669,0.0794889576098581,6.07870718833937,0.276987098778693,8.66666666666667,0.333333333333333,8.40807521165221e-05,9.68285968838874e-05,-1.35163149705223e-05,6.91041390208837e-05,17,0,0.037953664087852,0.00701777662070412,NA,NA,3,"medium"
"tecator_semisynthetic","topM_support_atoms",0.142160059705068,0.00984509223205021,0.203027825597042,0.00664736519851922,0.110736465469839,0.00652922162772639,0.128811752183074,0.0094695072025608,10.4904378086265,0.593116378938459,13.2298371986886,0.600351035973026,25,0.577350269189626,0.000386266064002383,0.000382145429074524,-5.54077719133369e-05,0.000104474342995895,33,0,0.00223638849614816,0.000219669131232146,NA,NA,3,"medium"
