"scenario","rho","replication_id","method","method_family","tuning","beta","tau","epsilon0","qmax","q0_constraint_active","stage","tv","fkl","rkl","mean_h_error","q0","cexp","clist","klist","keff","active_nonfallback","n_kernels","objective","kkt_residual","optimizer_status","optimizer_iterations","objective_change","min_alpha_empirical","floor_q_mass","floor_active_q_mass","delta_a","active_floored_kernels","max_active_reciprocal_uncertainty","final_mass_mode","runtime_sec"
"graph_community",0.7,3,"Pooled-pruned","support-kernel compression","beta=0.02, qmax=0.25",0.02,0.001,0.001,0.25,FALSE,"post-prune",0.138075766069142,0.0619748721784862,0.0539399734769978,5.99520433297585e-15,0.00100000009990002,10.2296827992984,48.6599819329321,5,4.38645487770159,5,6,0.265043519657483,2.18696887781533e-05,"converged",1,3.68632901981414e-12,0.000224671712208176,0,0,0,0,36572064423175.6,"unfloored empirical",6.72999999999999
"graph_community",0.7,3,"Pooled union","support-kernel compression","beta=0.02, qmax=0.50",0.02,0.001,0.001,0.5,FALSE,"pre-prune",0.138079426708762,0.061978306195821,0.0539432455491247,5.99520433297585e-15,0.001,10.2295326715691,48.6599819329321,5,4.38687588079094,5,259,0.265043498232427,0.0264666224766464,"objective_converged_kkt_warning",80,0.0135468836908123,0,7.82339739075208e-50,0,7.82339739075208e-50,0,36572064423175.6,"unfloored empirical",7.18000000000001
"graph_community",0.7,3,"Pooled-pruned","support-kernel compression","beta=0.02, qmax=0.50",0.02,0.001,0.001,0.5,FALSE,"post-prune",0.138075766069142,0.0619748721784862,0.0539399734769978,5.99520433297585e-15,0.00100000009990002,10.2296827992984,48.6599819329321,5,4.38645487770159,5,6,0.265043519657483,2.18696887781533e-05,"converged",1,3.68632901981414e-12,0.000224671712208176,0,0,0,0,36572064423175.6,"unfloored empirical",7.18000000000001
"graph_community",0.9,1,"Pooled union","support-kernel compression","beta=0.02, qmax=0.05",0.02,0.001,0.001,0.05,TRUE,"pre-prune",0.166999533893734,0.0934196194342996,0.0772992008031438,1.77635683940025e-14,0.05,8.52531931062887,1916.35702643243,251,42.4774979728735,251,317,0.259199141433184,0.417674835485515,"max_iter_reached",80,0.00210507555878647,0.00494433616524535,0,0,0,0,36779717879829.3,"unfloored empirical",46.24
"graph_community",0.9,1,"Pooled-pruned","support-kernel compression","beta=0.02, qmax=0.05",0.02,0.001,0.001,0.05,TRUE,"post-prune",0.158925223856078,0.0849635233381815,0.0708811277245044,2.22044604925031e-14,0.05,8.54302473472578,1251.07959493738,166,25.5106281528959,166,252,0.2516423136816,0.0748363813814,"max_iter_reached",80,0.000488813688511003,0.00494433616524535,0,0,0,0,36779717879829.3,"unfloored empirical",46.24
"graph_community",0.9,1,"Pooled union","support-kernel compression","beta=0.02, qmax=0.10",0.02,0.001,0.001,0.1,TRUE,"pre-prune",0.160009369590922,0.082496837251188,0.0696323350355283,1.64313007644523e-14,0.1,9.01237806368216,1924.14025044876,252,47.6660774145899,252,317,0.258059905991622,0.407081914074131,"max_iter_reached",80,0.00177983203985566,0.00494433616524535,0,0,0,0,36779717879829.3,"unfloored empirical",39.47
"graph_community",0.9,1,"Pooled-pruned","support-kernel compression","beta=0.02, qmax=0.10",0.02,0.001,0.001,0.1,FALSE,"post-prune",0.152780730112838,0.0760734047741033,0.0640911178251841,2.73114864057789e-14,0.0584012879647922,8.56613267057272,94.8546348731245,12,10.1189804238907,12,253,0.244880995824453,0.0582672620584618,"objective_converged_kkt_warning",80,0.00725250326126994,0.00494433616524535,0,0,0,0,31235179117346.8,"unfloored empirical",39.47
"graph_community",0.9,1,"Pooled union","support-kernel compression","beta=0.02, qmax=0.25",0.02,0.001,0.001,0.25,FALSE,"pre-prune",0.154332037332334,0.0761523056532133,0.0648141471298992,2.77555756156289e-14,0.0612136116732767,8.66452153270189,127.619341701754,16,10.0945914272533,16,319,0.246826878556483,0.334967017033734,"objective_converged_kkt_warning",80,0.0125015873287844,0.00494433616524535,0,0,0,0,31235179117346.8,"unfloored empirical",16.22
"graph_community",0.9,1,"Pooled-pruned","support-kernel compression","beta=0.02, qmax=0.25",0.02,0.001,0.001,0.25,FALSE,"post-prune",0.154027566923663,0.0760179187984423,0.0646672564413519,2.66453525910038e-14,0.0602996725865395,8.65305603444421,133.313173845558,17,9.99401968912473,17,85,0.246509224653622,0.044589740881948,"objective_converged_kkt_warning",80,1.98435043397005e-08,0.00497016728022818,0,0,0,0,31235179117346.8,"unfloored empirical",16.22
"graph_community",0.9,1,"Pooled union","support-kernel compression","beta=0.02, qmax=0.50",0.02,0.001,0.001,0.5,FALSE,"pre-prune",0.154332037332334,0.0761523056532133,0.0648141471298992,2.77555756156289e-14,0.0612136116732767,8.66452153270189,127.619341701754,16,10.0945914272533,16,319,0.246826878556483,0.334967017033734,"objective_converged_kkt_warning",80,0.0125015873287844,0.00494433616524535,0,0,0,0,31235179117346.8,"unfloored empirical",16.38
"graph_community",0.9,1,"Pooled-pruned","support-kernel compression","beta=0.02, qmax=0.50",0.02,0.001,0.001,0.5,FALSE,"post-prune",0.154027566923663,0.0760179187984423,0.0646672564413519,2.66453525910038e-14,0.0602996725865395,8.65305603444421,133.313173845558,17,9.99401968912473,17,85,0.246509224653622,0.044589740881948,"objective_converged_kkt_warning",80,1.98435043397005e-08,0.00497016728022818,0,0,0,0,31235179117346.8,"unfloored empirical",16.38
"graph_community",0.9,2,"Pooled union","support-kernel compression","beta=0.02, qmax=0.05",0.02,0.001,0.001,0.05,TRUE,"pre-prune",0.158919963333024,0.0831678466539963,0.070435216415353,5.55111512312578e-16,0.05,8.90839744456553,1022.40177602079,134,12.1559592646331,134,307,0.257740932071478,0.394911295851989,"objective_converged_kkt_warning",80,0.00450793332231342,0.00452205230160481,0,0,0,0,35759199154631.9,"unfloored empirical",25.05
"graph_community",0.9,2,"Pooled-pruned","support-kernel compression","beta=0.02, qmax=0.05",0.02,0.001,0.001,0.05,TRUE,"post-prune",0.156413548485208,0.0809868112800362,0.0682607590360505,1.33226762955019e-15,0.05,8.86072637806291,625.481282876655,80,12.1733548404882,80,237,0.254722091220093,0.105251508349674,"max_iter_reached",80,8.11535984963085e-05,0.00452205230160481,0,0,0,0,35759199154631.9,"unfloored empirical",25.05
"graph_community",0.9,2,"Pooled union","support-kernel compression","beta=0.02, qmax=0.10",0.02,0.001,0.001,0.1,TRUE,"pre-prune",0.151292567233388,0.0724953559650792,0.0625254441069508,6.66133814775094e-16,0.1,9.37136174729568,721.245751011053,93,11.9987397677559,93,307,0.25641671776066,0.390285751968687,"objective_converged_kkt_warning",80,0.00541212336644231,0.00452205230160481,0,0,0,0,35759199154631.9,"unfloored empirical",27.1
"graph_community",0.9,2,"Pooled-pruned","support-kernel compression","beta=0.02, qmax=0.10",0.02,0.001,0.001,0.1,FALSE,"post-prune",0.148350351654442,0.0727309936959259,0.0620980657234258,6.66133814775094e-16,0.0795415542092889,9.00544123781807,114.312184578411,14,8.24903261674764,14,236,0.2504587937244,0.0780686563168336,"objective_converged_kkt_warning",80,0.00364400740349824,0.00452205230160481,0,0,0,0,34226978933356.4,"unfloored empirical",27.1
"graph_community",0.9,2,"Pooled union","support-kernel compression","beta=0.02, qmax=0.25",0.02,0.001,0.001,0.25,FALSE,"pre-prune",0.148853784414669,0.0731266297617391,0.0625057072406761,4.44089209850063e-16,0.0799789602130512,8.99144598890423,101.764862341252,13,8.07185744849422,13,307,0.25062400002312,0.0535866633843042,"objective_converged_kkt_warning",80,0.0119288161800521,0.00452205230160481,0,0,0,0,34226978933356.4,"unfloored empirical",15.07
"graph_community",0.9,2,"Pooled-pruned","support-kernel compression","beta=0.02, qmax=0.25",0.02,0.001,0.001,0.25,FALSE,"post-prune",0.148774944539608,0.0730142254270582,0.062420276526056,4.44089209850063e-16,0.0803830724347793,8.99597432620594,86.7737784534835,11,8.01613624109847,11,12,0.250628896073635,0.00151157969226468,"objective_converged_kkt_warning",1,2.69504143624033e-06,0.00496797520153941,0,0,0,0,34226978933356.4,"unfloored empirical",15.07
"graph_community",0.9,2,"Pooled union","support-kernel compression","beta=0.02, qmax=0.50",0.02,0.001,0.001,0.5,FALSE,"pre-prune",0.148853784414669,0.0731266297617391,0.0625057072406761,4.44089209850063e-16,0.0799789602130512,8.99144598890423,101.764862341252,13,8.07185744849422,13,307,0.25062400002312,0.0535866633843042,"objective_converged_kkt_warning",80,0.0119288161800521,0.00452205230160481,0,0,0,0,34226978933356.4,"unfloored empirical",15.41
"graph_community",0.9,2,"Pooled-pruned","support-kernel compression","beta=0.02, qmax=0.50",0.02,0.001,0.001,0.5,FALSE,"post-prune",0.148774944539608,0.0730142254270582,0.062420276526056,4.44089209850063e-16,0.0803830724347793,8.99597432620594,86.7737784534835,11,8.01613624109847,11,12,0.250628896073635,0.00151157969226468,"objective_converged_kkt_warning",1,2.69504143624033e-06,0.00496797520153941,0,0,0,0,34226978933356.4,"unfloored empirical",15.41
